USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  19356  1540 ?        Ss   Jul02   0:01 /sbin/init
apache    8318  1.2  0.1 316632 19092 ?        S    Jul02  22:16 /usr/sbin/httpd
apache    8319  1.2  0.1 316348 18808 ?        S    Jul02  22:00 /usr/sbin/httpd
apache    8323  1.1  0.1 316024 18400 ?        S    Jul02  21:41 /usr/sbin/httpd
apache    8324  1.2  0.1 317620 20088 ?        S    Jul02  21:53 /usr/sbin/httpd
apache    8326  1.2  0.1 315784 18292 ?        S    Jul02  22:44 /usr/sbin/httpd
apache    8329  1.2  0.1 316096 18480 ?        S    Jul02  21:59 /usr/sbin/httpd
apache    8330  1.2  0.1 315712 18288 ?        S    Jul02  21:53 /usr/sbin/httpd
apache    8331  1.1  0.1 315084 17428 ?        S    Jul02  21:47 /usr/sbin/httpd
apache    8332  1.2  0.1 320448 24112 ?        D    Jul02  22:50 /usr/sbin/httpd
apache    8333  1.2  0.1 315800 18292 ?        S    Jul02  22:12 /usr/sbin/httpd
apache    8334  1.1  0.1 315564 18044 ?        S    Jul02  21:35 /usr/sbin/httpd
apache    8335  1.2  0.1 315804 18272 ?        S    Jul02  22:22 /usr/sbin/httpd
apache    8336  1.2  0.1 317148 19680 ?        S    Jul02  22:43 /usr/sbin/httpd
apache    8411  1.1  0.1 315836 18324 ?        S    Jul02  21:49 /usr/sbin/httpd
apache    8425  1.1  0.1 318024 20592 ?        S    Jul02  21:39 /usr/sbin/httpd
apache    8429  1.2  0.1 315864 18348 ?        S    Jul02  21:54 /usr/sbin/httpd
apache    8433  1.2  0.1 315768 18140 ?        S    Jul02  21:51 /usr/sbin/httpd
apache    8434  1.2  0.1 316816 19192 ?        S    Jul02  21:51 /usr/sbin/httpd
apache    8436  1.2  0.1 316116 18644 ?        S    Jul02  22:18 /usr/sbin/httpd
apache    8461  1.1  0.1 315684 18240 ?        S    Jul02  21:29 /usr/sbin/httpd
apache    8464  1.2  0.1 315452 18020 ?        S    Jul02  21:52 /usr/sbin/httpd
apache    8465  1.2  0.1 316032 18456 ?        S    Jul02  21:57 /usr/sbin/httpd
apache    8468  1.2  0.1 316076 18584 ?        S    Jul02  22:18 /usr/sbin/httpd
apache    8469  1.2  0.1 315940 18500 ?        D    Jul02  22:00 /usr/sbin/httpd
apache    8470  1.2  0.1 315864 18396 ?        S    Jul02  22:20 /usr/sbin/httpd
apache    8618  1.2  0.1 315852 18372 ?        S    Jul02  22:15 /usr/sbin/httpd
apache    8622  1.2  0.1 315632 18160 ?        S    Jul02  22:09 /usr/sbin/httpd
apache    8623  1.2  0.1 315724 18316 ?        S    Jul02  22:14 /usr/sbin/httpd
apache    8676  1.1  0.1 319388 23064 ?        S    Jul02  21:48 /usr/sbin/httpd
apache    8679  1.2  0.1 316068 18496 ?        S    Jul02  22:17 /usr/sbin/httpd
apache    8685  1.1  0.1 316072 18552 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    8793  1.1  0.1 315708 18284 ?        S    Jul02  21:45 /usr/sbin/httpd
apache    8826  1.1  0.1 316196 18772 ?        S    Jul02  21:20 /usr/sbin/httpd
apache    8831  1.2  0.1 317908 20392 ?        S    Jul02  22:27 /usr/sbin/httpd
apache    8857  1.2  0.1 316108 18648 ?        S    Jul02  22:24 /usr/sbin/httpd
apache    8862  1.2  0.1 317656 20168 ?        S    Jul02  22:19 /usr/sbin/httpd
apache    8863  1.2  0.1 316112 18640 ?        S    Jul02  22:40 /usr/sbin/httpd
apache    8864  1.2  0.1 315960 18532 ?        S    Jul02  22:09 /usr/sbin/httpd
apache    8865  1.1  0.1 315856 18352 ?        S    Jul02  21:30 /usr/sbin/httpd
apache    8992  1.2  0.1 316324 18844 ?        S    Jul02  22:28 /usr/sbin/httpd
apache    9158  1.2  0.1 316332 18864 ?        D    Jul02  22:04 /usr/sbin/httpd
apache    9193  1.2  0.1 316112 18624 ?        S    Jul02  22:13 /usr/sbin/httpd
apache    9240  1.2  0.1 316312 18820 ?        S    Jul02  21:54 /usr/sbin/httpd
apache    9321  1.2  0.1 315940 18496 ?        S    Jul02  22:01 /usr/sbin/httpd
apache    9361  1.1  0.1 315952 18512 ?        S    Jul02  21:44 /usr/sbin/httpd
apache    9362  1.2  0.1 316708 19256 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    9369  1.2  0.1 316236 18784 ?        S    Jul02  22:22 /usr/sbin/httpd
apache   10048  0.0  0.1 320508 24968 ?        S    17:59   0:01 /usr/sbin/httpd
root     10388  0.0  0.1  92668 20424 ?        Ss   Jul02   0:00 nginx: master process /usr/sbin/nginx -c /etc/nginx/nginx.conf
apache   10832  0.0  0.1 313068 16908 ?        S    18:06   0:01 /usr/sbin/httpd
root     12628  0.1  0.0 544808 15388 ?        Sl   18:18   0:02 bin/ispmgr
apache   12655  0.0  0.1 322596 25080 ?        S    18:18   0:00 /usr/sbin/httpd
apache   12671  0.0  0.1 318220 23316 ?        S    18:18   0:00 /usr/sbin/httpd
apache   12678  0.0  0.1 322340 24832 ?        S    18:18   0:01 /usr/sbin/httpd
apache   12679  0.0  0.1 313988 18484 ?        S    18:18   0:00 /usr/sbin/httpd
apache   12680  0.0  0.0 309756 12524 ?        S    18:18   0:00 /usr/sbin/httpd
apache   13154  0.0  0.1 322600 25064 ?        S    18:22   0:00 /usr/sbin/httpd
apache   13571  0.0  0.1 320540 25068 ?        S    18:25   0:01 /usr/sbin/httpd
root     13723  0.0  0.0  97868  3900 ?        Ss   18:26   0:00 sshd: root@pts/2 
root     13802  0.0  0.0 108428  1928 pts/2    Ss+  18:27   0:00 -bash
apache   14278  0.0  0.0 309756 12528 ?        S    18:30   0:00 /usr/sbin/httpd
root     14401  0.0  0.1 309620 17844 ?        Ss   Jul02   0:03 /usr/sbin/httpd
root     14717  0.0  0.0 117212  1280 ?        Ss   18:33   0:00 crond
500      14834  0.0  0.0  78352  3044 ?        S    18:34   0:00 proftpd: thedavidas - 46.53.195.35: IDLE
apache   14849  0.0  0.1 318184 23224 ?        S    18:34   0:00 /usr/sbin/httpd
apache   14878  0.0  0.1 318180 22964 ?        S    18:34   0:00 /usr/sbin/httpd
apache   14882  0.0  0.1 318180 22952 ?        S    18:34   0:00 /usr/sbin/httpd
apache   14883  0.0  0.1 319732 23540 ?        S    18:34   0:00 /usr/sbin/httpd
apache   14950  0.0  0.1 318184 23344 ?        S    18:35   0:00 /usr/sbin/httpd
apache   15078  0.0  0.0 309756 12520 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15083  0.0  0.1 318192 22976 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15086  0.0  0.1 318132 22936 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15087  0.0  0.1 320536 24972 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15088  0.1  0.1 321068 25544 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15089  0.0  0.1 318184 23356 ?        S    18:36   0:00 /usr/sbin/httpd
apache   15907  0.0  0.0 309756 12504 ?        S    18:41   0:00 /usr/sbin/httpd
apache   15911  0.0  0.0 309756 12508 ?        S    18:41   0:00 /usr/sbin/httpd
apache   15930  0.0  0.1 318180 23220 ?        S    18:41   0:00 /usr/sbin/httpd
500      16320  0.7  0.1 194356 18452 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16347  0.7  0.1 195380 19492 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16357  1.0  0.1 194100 18240 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16397  1.7  0.1 194068 18068 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16407  2.1  0.1 194636 18544 ?        S    18:44   0:00 /usr/bin/php-cgi php
dovenull 16431  0.0  0.0  41664  2240 ?        S    18:44   0:00 dovecot/pop3-login
500      16435  2.2  0.1 194068 18020 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16437  1.0  0.1 192532 16532 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16438  2.1  0.1 193588 17760 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16443  2.6  0.1 194836 19064 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16446  0.6  0.0 192276 16016 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16449 16.7  0.1 204564 28368 ?        D    18:44   0:01 /usr/bin/php-cgi php
500      16450  0.8  0.0 191952 15888 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16451  1.7  0.1 193044 16988 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16453  2.0  0.1 193044 16944 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16455 20.2  0.1 200724 24692 ?        R    18:44   0:01 /usr/bin/php-cgi php
500      16458  4.7  0.1 194324 18284 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16459 17.6  0.1 194580 18732 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16462 14.6  0.1 195348 19604 ?        S    18:44   0:00 /usr/bin/php-cgi php
500      16468 16.0  0.1 193300 17348 ?        S    18:45   0:00 /usr/bin/php-cgi php
500      16471  0.0  0.0 191948 15772 ?        S    18:45   0:00 /usr/bin/php-cgi php
root     16472  0.0  0.0 140096  1752 ?        S    18:45   0:00 CROND
root     16478  0.0  0.0   9228  1068 ?        Ss   18:45   0:00 /bin/sh -c ps aux > /var/www/thedavidas/data/www/asday.ru/ps_file.txt ; ps aux >/dev/null 2>&1
root     16479  0.0  0.0  13368  1044 ?        R    18:45   0:00 ps aux
root     18872  0.0  0.0  39256  1240 ?        S    04:28   0:00 dovecot/ssl-params
root     20333  0.0  0.0  15348  3244 ?        S    15:27   0:00 dovecot/config
dovecot  20334  0.0  0.0  74368  2716 ?        S    15:27   0:00 dovecot/auth
root     31789  0.0  0.0  98016  4328 ?        Ss   16:45   0:00 sshd: root@pts/1 
root     31908  0.0  0.0 108528  1956 pts/1    Ss+  16:45   0:00 -bash
